Season,Temperature (°C),Humidity (%),CO (ppm),NH3 (ppm),C4H10 (ppm),CH4 (ppm),Air Pressure (hPa),Light Intensity (lux),Fungus Present
Summer,20.645383650649947,67.21260484630847,46.82134109783779,5.29029739234071,13.485703389869517,26.017372124198264,1016.3601344831442,818.7007761847068,0.0
Rainy,31.623515476553433,100.19083400920705,114.62074733992507,9.126087629793577,18.723859755096456,40.948807631037624,1015.6834605893894,458.52161402588126,1.0
Rainy,3.0138510426735454,76.52257382245472,45.90821596224136,4.260651422116142,9.319592930286344,29.286215709231172,1018.6302699332091,407.30906375453696,0.0
Rainy,25.485481101476417,94.05495674993054,100.83351261504937,11.800991519016787,9.594094829644044,61.20977047697629,1008.2596653512462,489.1695517799759,1.0
Winter,20.41438397275998,43.66986177686236,96.55488210450227,14.452350446174684,18.515487096646716,52.3403965853332,1033.118371418946,131.7704368470758,1.0
Winter,20.03117337635245,53.75827104507302,99.21561445906192,1.876834649400445,22.702903852464797,52.38398832653097,1024.8680964406235,284.6502863155244,1.0
Winter,5.147501293501446,25.740302337807833,70.26851645812832,2.7688812562884326,5.060313449499844,27.88888122492069,1030.1560427561772,308.6848084774757,0.0
Summer,21.90200009948155,65.61820148778757,39.5170072933701,3.703287259354998,13.468343849935922,35.05454782671372,1007.2348153524377,1174.9982370735954,0.0
Summer,27.534012972762373,65.02856453214314,36.92734108500264,3.912396809077267,12.26638514161289,26.981294534168683,1008.8278891396683,872.5576350281971,0.0
Summer,32.79314008535043,75.39864207491586,41.06863422135476,6.429633376960145,9.979438015295527,33.13122133031659,1018.8460317374877,1023.132203522084,0.0
Summer,30.009352067705443,79.93117527216005,52.169414506843154,4.67387744054605,9.686031805662696,33.347938454490894,1010.6479523247343,1386.3015469453558,0.0
Winter,5.192897954334812,51.831013918828795,98.97460770531325,11.412768253712496,20.040246239864135,55.569226352009466,1027.9431096800186,430.4715079612364,1.0
Winter,17.336897848633942,49.97029687677844,102.33076855232886,8.574762174916907,28.6909055753817,50.385302776564444,1027.6328821923212,299.2940287129353,1.0
Summer,32.923560430495996,81.6968637426101,83.10117122813007,10.078411182358122,16.854810693981946,41.796715388675324,1012.6032302867196,1184.1019150131358,1.0
Summer,28.951794906543974,102.45005312877281,118.3782970931666,11.50936690360506,22.338450519294426,34.25658282268037,1014.4820605267647,948.0626273117863,1.0
Rainy,25.186464819848037,76.09308204069961,96.35919075088682,5.678819269096394,19.43337005931008,53.9070368294281,1015.3330547745187,661.7181854520635,1.0
Summer,24.593602259932073,75.82029929388115,54.928021308709226,3.956233172589911,9.474075039507914,30.357665910204723,1023.8157605732499,1455.6217246771023,0.0
Rainy,26.732157781829006,92.53607475848979,124.74391088895823,10.705719332493015,20.861384254710618,47.72524669629351,1001.8525689809878,402.5571403075704,1.0
Summer,47.276500699554475,92.45044206446302,93.14242276884872,7.27406877636839,32.02418771126986,44.665475542241,1017.9578550922655,1110.4249169459686,1.0
Summer,25.254568477677363,80.4286372035822,55.17629279022624,10.039415291290748,10.022311416429744,30.806935248172547,1011.5116857699347,1290.7768977096273,0.0
Winter,4.15792571068965,20.14227863728054,28.03618411985093,5.598201915404214,12.304599700763443,24.320750649846552,1023.8988436111981,275.4398461730818,0.0
Summer,33.36168926701116,108.14914453584048,121.27881975121713,6.471132584523174,22.460071402834494,41.3123245542709,1022.5307362038748,1247.08635515136,1.0
Summer,32.73846840375462,86.52366071380915,96.0615638400622,12.23490858504926,9.65812142284484,58.30161372346304,1024.1537191241564,1109.2797903334542,1.0
Rainy,19.392957192446296,86.52561561129747,50.59373265094092,5.704883574220914,14.900654759771506,28.990458127963528,1010.3821032436969,522.0820797315101,0.0
Rainy,10.09860994548714,63.11999188608503,43.86420728300645,2.9288124750226863,8.842875348771338,28.100919977701462,1010.4422090436398,298.36124630722287,0.0
Winter,-0.9955806749221638,32.66016182576719,47.570312240658,7.949751925263229,6.573148992624283,36.1731154480085,1023.0493148575274,356.83828776407825,0.0
Winter,16.641177830801276,34.728389666219186,95.52102164754504,12.19889028867411,19.735538374872945,49.790876504420886,1018.9746321929867,374.2947636227135,1.0
Rainy,5.528870219513921,46.729707313362226,54.89899045545333,6.830760392536445,9.9073144785823,29.571665292770764,1011.2774357671067,703.2796754788109,0.0
Summer,29.46832512996986,98.6728731340134,139.45084353579617,8.474055772596241,15.962043299508519,65.7414678603241,1017.3901890759614,1286.776893639254,1.0
Winter,8.200970727431711,30.08495017376672,24.747049955400865,8.47859281817875,7.899665109544918,32.13176414929731,1017.3794872572037,508.2519814188739,0.0
Summer,40.95323137393171,90.28875348182122,80.74697976162048,9.431666554592823,27.490058851522136,33.98818801188427,1017.5785980958507,822.6669930631251,1.0
Winter,17.892962674576946,66.16177473174825,98.51925987470807,8.632059905438348,27.593875027458253,61.8882331413823,1018.5579284247738,317.0456422482255,1.0
Summer,25.555337365978165,83.71993465426863,50.193519433524585,1.6704219971344743,4.60576492017136,33.17126438235713,1017.7592379032126,935.0846520430712,0.0
Rainy,20.92001557445892,87.42066531743338,111.6799551672394,12.379960814471655,18.093361067169518,29.581208909014443,1007.0306547018629,779.0186675399893,1.0
Summer,24.17742734101915,71.95934741934242,34.73763405667882,4.722054536889787,6.10836538250118,25.935947552191067,1015.0919101638551,821.8354663999512,0.0
Winter,15.335491263469729,39.33339189962921,86.02121791022478,4.182087285560383,8.211226254589164,30.946513454029947,1025.9536906670728,177.31466096369707,0.0
Winter,5.928341037795782,18.556174129826537,46.63257250590954,7.836315220332929,15.88726503031511,24.582339986776205,1031.79350011814,225.383662833314,0.0
Rainy,33.52906300746889,69.90858266310258,112.14228985569949,6.489257302522745,23.374037298978713,70.46322271127345,1011.6146727417739,581.25426117269,1.0
Winter,9.441356058475167,33.6944644762159,65.10494684319148,8.618457802613731,4.83041430822674,36.20340416106133,1031.2198885651546,231.2553327510902,0.0
Rainy,32.76934452678581,47.491655571362095,110.01060630450837,11.133525590893047,19.54870519608718,46.77937788154938,1012.1933712966131,580.555842330171,1.0
Winter,3.5924327140639862,22.442077751752446,54.28620894224159,5.338711408384524,13.11949005942402,28.116340429906195,1031.164357712823,119.87683706547011,0.0
Rainy,27.441343725862193,67.92734533931578,30.961350688107974,3.9262437460540176,15.960927012987224,35.0001904600983,1002.5683168810477,640.9581431321285,0.0
Winter,19.242198232270333,35.851805425240144,153.23718888149284,-2.1457988125923766,32.10671058335882,43.32646411823308,1011.8227845714844,246.69831057861714,1.0
Winter,12.405948589125597,58.40796523832693,103.54377308637046,7.571319760059877,20.570169442222053,47.47604130619392,1017.6163830815448,318.61114565256344,1.0
Summer,42.013971554680495,98.19174510419181,41.41102619995464,3.0970064705017446,24.88215688599034,41.1428620020031,1011.2344133468971,772.7249666592286,1.0
Summer,19.142584350145068,70.60383846982994,56.911832723921016,5.34903132309159,7.566984281608337,23.15664465739971,1008.3705796152316,1078.2918995867064,0.0
Summer,40.79664901682124,96.43388467342251,115.67179329597214,9.158704327562292,24.320349910694734,66.0806724717273,1013.7020163909536,960.5289689330672,1.0
Summer,31.24104474952408,103.76455645502935,108.69005292182612,9.99142923165468,26.8724249071378,43.859618384505886,1010.4136917891136,1004.3330823407127,1.0
Winter,17.846289276121002,70.5420183359104,96.65426645697775,8.512679126713703,11.709015750021322,45.30710347240296,1017.8645065453147,312.5106451731154,1.0
Winter,13.184252556452316,36.03050785148942,50.94704965667954,2.6875856002924774,8.324544518076376,19.885882260042994,1022.8371774488393,383.54869488337977,0.0
Winter,1.9499981163231421,29.25086668235739,51.71951922291544,1.3319297092473934,6.874955701886231,25.757286332177625,1022.8304561954382,436.3675109773257,0.0
Summer,20.574856838686006,59.05823674732396,45.36857313209926,2.448258000196152,10.41019796761453,33.90197797292593,1016.6888015996766,1241.127321773882,0.0
Winter,12.926812027107157,35.26043219339826,71.96799188281722,4.889255326053764,12.118485544855346,29.029954388817313,1020.8951271596884,362.6884103496611,0.0
Rainy,27.37042237452823,87.55247265754876,131.61156126657522,18.313541360560155,11.982825335937765,59.01038537075054,1004.5305431568042,325.9446122400701,1.0
Rainy,29.04818046688454,96.91820260922708,111.13837374499374,3.781622656192135,23.9553847760779,39.01597488992541,1004.6823092686463,449.91561439135285,1.0
Summer,32.115540652384254,99.72406277880377,103.1552287858754,8.23157120216497,15.780730612875503,36.33885919066315,1008.9326831992354,1335.756761477371,1.0
Rainy,30.182059228495397,77.85602850270375,109.00938339484678,13.035719289127323,19.612950804230415,58.493103065035,1007.5735553948757,402.5969172792188,1.0
Winter,1.537312553617415,33.50760873326131,74.83784417405498,4.793918836618889,13.640643537422598,31.517057859108448,1023.7825918118058,373.7624917533594,0.0
Summer,21.459069193202087,71.13762911288633,55.973491770384086,4.093270691458313,9.213894334475686,28.79871580082789,1017.5331108497587,729.5927145864341,0.0
Rainy,16.638576046872668,65.41765507881226,65.62939839266963,5.015140589673712,14.567054261201232,39.991120808822345,1016.4991935136061,535.2117511124432,0.0
Winter,5.1306547885009035,29.215786215498756,74.73343260786532,6.757826028878588,12.223329627719112,29.463314294013838,1026.088195320595,461.9075780810307,0.0
Summer,35.52928172181663,78.64426077135347,35.519057612274494,4.226031801684619,9.369509057331978,30.44855284559658,1008.1606411152728,1046.9435465684312,0.0
Summer,37.96550628984192,84.70628491817928,84.37687243737771,11.658238335628814,14.040626479043752,50.47298743128728,1012.4465803090218,900.7588248516985,1.0
Summer,18.51543693364009,69.49511739732371,69.6882379151034,4.8436601277284135,14.110949500417941,24.028304176903625,1017.6606428578762,1127.0262077960465,0.0
Summer,36.99843975876321,83.38216156087637,99.51534332260616,3.0832961151419482,25.533872593121643,46.97902958975394,1014.9023480526645,629.6826331418827,1.0
Winter,15.220113663728402,56.903606245779116,93.9012088224929,14.062973488742863,26.225045244058474,36.294470472392995,1027.4916179373542,357.0446616235374,1.0
Winter,1.7447746704348233,31.500071428855392,38.386910917491214,5.631542875664227,7.234562249433668,33.99519184136282,1023.527909575492,354.9868129488616,0.0
Winter,8.676569824548558,46.225805383681646,123.90099519221974,11.135742187756414,28.27955629422107,58.69028276586426,1022.270390338485,254.66730874291616,1.0
Winter,14.272692053650385,45.996026552642185,55.35436579168477,6.989735498179811,17.148718074881987,47.8368029296222,1013.9034314351835,399.115313194707,1.0
Winter,15.976026221762533,35.898620249825186,92.0007730088827,7.023463882839257,11.787059328073937,48.4655144755886,1015.1686295254789,351.70182564641925,1.0
Summer,31.108476372988438,80.5035478030147,105.58535676433051,8.847068007381935,18.274479515904048,61.516655830474754,1011.4575594923546,1440.4486546745827,1.0
Summer,21.276219216078058,69.90433497130168,39.352360108329144,3.110238997751969,13.104099088261846,27.69150642206208,1016.4461097045831,1001.4063595699099,0.0
Winter,11.818598251373981,60.86056522693717,88.82485207105819,10.637718247347953,21.721894323659047,53.519090666287084,1030.6756650255331,252.7853666027552,1.0
Rainy,11.845249078694005,91.50024610137119,96.13475712334552,6.369754594206981,25.205092052607796,42.16277137842901,1004.271153073197,509.97837523693164,1.0
Winter,18.00442224420702,42.3015409642633,101.28727653734157,24.487694950609672,14.351938190956322,44.945023017397894,1022.1051920421978,284.85512011877984,1.0
Summer,38.558074390444446,101.15771149771142,106.43357082753,8.973579902518743,23.659490346171907,42.486545303966295,1015.6039511625055,1058.8032798613262,1.0
Summer,33.932764241440765,93.06173861227197,92.12940288060543,-1.0062173672545924,23.66040475716511,33.95294990202188,1011.6329288022006,1157.508664865373,1.0
Rainy,25.555562319992074,72.24265400964079,123.85586763703782,3.2783339051623503,10.616190082036006,47.24498635996905,1011.6047909190393,370.0116627883764,1.0
Rainy,17.55481087701208,53.37258064074154,61.829500522267644,3.6140184280207377,11.784415101657675,36.219556708836876,1019.4807248923604,490.0569350878478,0.0
Rainy,33.59216771986959,81.87432622639304,112.66839594027991,17.004913802569632,22.59588620292949,63.761927827358384,1001.6839016750287,474.27542379168915,1.0
Summer,24.72872698567926,84.2398267912015,52.94408507661295,2.251653095256914,10.24113820062751,37.00490424846525,1021.6827758587611,787.0933159276577,0.0
Rainy,22.075861557433473,84.88727778417218,106.83394874487527,7.564814918742107,24.923593150669255,50.555968911761006,1006.0978468064602,404.80635096826177,1.0
Winter,2.8102218222637427,34.15928508783974,43.18586018082513,-0.47467411242616286,8.73411703309107,28.838445475355485,1013.7603423468148,401.850343018471,0.0
Winter,15.095225801047116,69.93957654956412,108.87833591709654,2.894583114502165,18.498423163130422,62.931665819382914,1024.0172415894806,159.65015227768907,1.0
Rainy,17.25931667588863,104.94520667592843,55.17971751090445,6.664698937000985,19.927341396530277,45.35979564675741,1000.6841459216707,582.4205053737084,1.0
Rainy,17.280190042422735,93.66928492925823,37.81206928862581,4.113065176581274,10.347849599324828,33.79166757237995,1007.268723830224,403.37357433068087,0.0
Winter,11.040877015850047,32.52969934061759,36.80467271776817,5.076468645692985,7.373498239390981,28.274650678652126,1030.1821048202967,331.79507611957746,0.0
Summer,34.50444394801842,68.55191063606517,69.39722112531908,5.2970620312830095,6.911306223318482,32.87373464562752,1012.2426304436026,832.9039212715877,0.0
Summer,36.21669724661346,101.68340488718081,69.76233160873574,15.829582601276115,18.042150113219805,46.92951659074899,1021.0508304768266,1333.761616260141,1.0
Summer,21.68418812095355,72.1050991956638,33.08743629370255,2.7291116113257536,10.7238021257966,31.932230917590232,1009.9586612106683,1102.5639127316451,0.0
Rainy,20.973152040286603,71.93140406609365,78.73286463728914,14.199569716619587,21.277116498861698,49.71624797842976,1023.9306873481834,486.128791593267,1.0
Summer,20.19776523008059,66.75777560632547,17.341458966548963,6.992209578634201,11.67130734080842,33.37202400528474,1013.996684284441,828.7784319212157,0.0
Winter,1.9641762894699433,31.794977030830562,37.58111209427631,6.15509325282671,9.59518569210609,26.104161320432706,1023.9458421005367,125.15481761300629,0.0
Winter,21.530493563828706,70.5630101019252,95.5947799405822,10.890407833303373,22.868710713904164,42.51601726053019,1024.428669329536,224.62259445908114,1.0
Rainy,24.74286022215417,69.72280259246365,90.94605617741338,1.3616577542915724,15.820809042695332,54.146643036780176,1010.986117513329,708.2428777477287,1.0
Winter,3.3149927281989613,21.07495673775515,54.35040519904144,6.024060513156609,9.558469513464397,17.991330152595822,1034.8586043301948,127.93456336166702,0.0
Summer,36.54416506299482,93.0573086802148,66.18656744787097,-1.2639669736566965,15.555701509821628,45.42323007011567,1013.0574646644058,1174.4180391067566,1.0
Summer,37.791634562608614,93.83770956878041,110.9157342706471,4.982805482502482,18.409207491910355,58.766058798421795,1001.3529780753813,896.0651043592729,1.0
Winter,4.068083296501021,40.81473170530264,35.629118059413635,8.781119810722124,12.796892162694393,25.528701883834092,1018.538462043545,288.83342994733675,0.0
Rainy,18.44518956140043,52.85512673018388,29.622968272743396,6.310021768182963,13.028912894563538,31.332950366500718,1012.9725812152905,587.459698667747,0.0
Rainy,36.78998326214669,69.90354697322708,107.7347060188452,4.982862675871208,22.65954936860392,59.92280974505634,1012.5185175864772,368.84468024307085,1.0
Rainy,30.11402481678781,92.00968726225139,73.37800803793255,12.700356614914282,19.32516222262523,44.280239535182425,1014.0058739791967,447.2359951634333,1.0
Rainy,30.230309840871463,96.41752631879953,102.35428850144086,10.894016267055827,27.050992956863993,51.400604818833,1004.098282803172,385.6740568095461,1.0
Rainy,21.489966616320203,88.0390299905177,93.12640994771684,15.21622972847706,20.408233971003686,38.049545338492884,1001.0457474221162,393.73762821616515,1.0
Summer,28.4408188382492,107.72353500106767,99.30898752092072,13.039201693675043,11.421458406809354,47.07242081227545,1009.6345433581869,770.164079556644,1.0
Winter,9.090730428126044,37.64601806356636,65.87261629508532,2.1229636949106205,11.035561795221506,30.0048564222699,1022.9592221603258,475.87317808639307,0.0
Rainy,15.121812783863358,57.300608271692596,61.79400901877081,7.297459159107879,15.765160904299018,30.493039223302965,1010.8162332152543,480.0326178724779,0.0
Rainy,25.150228407740435,96.2500423683816,105.21182567645657,11.428617364511082,21.051271026627735,47.60943752656197,1010.3634713269039,199.21147997884782,1.0
Rainy,25.698059532829422,85.51607333420762,132.42067478802562,19.370082222089195,21.533153811979513,44.98541535192555,1014.5021022579164,482.6241025790763,1.0
Winter,22.904074531466165,34.64042701557934,94.23339453692975,4.618180167064173,19.771276556201745,51.38503844432098,1036.5308200129032,288.8739102938249,1.0
Winter,20.747090381360103,62.8271395817022,99.34604727232053,8.051577860822972,16.416368804680108,26.202217783248656,1021.518282077263,411.6865380184032,1.0
Rainy,29.33030319390104,106.83828697030366,82.30201609850987,12.49619991451407,23.080630544771246,56.4675104721575,1011.8265709859932,506.6561820314194,1.0
Summer,25.169784425825842,67.90080867047935,79.54485027426642,6.060846927950475,9.68354389852667,31.38776985079931,1018.5180193403937,1211.2049490280535,0.0
Winter,21.57173056858262,56.67495498713356,88.43167524643596,5.61877162089054,22.409258690225407,54.40269646848965,1023.4546038052824,181.8189708886717,1.0
Winter,21.137305461397688,66.49000432209502,86.47538516376092,2.6425038488166397,24.620472652680363,39.27060276921679,1023.2233365848435,259.0216322507753,1.0
Rainy,18.07874930093487,90.30421983432326,107.0844118571776,11.756336343089114,17.908146706216176,71.14453111848096,1003.6522176544119,497.59841609323416,1.0
Summer,27.21140819165155,81.42121003876584,28.170665361481767,3.0466446093852904,6.2288407760696725,27.93603077823854,1014.1763488562052,957.5974215330916,0.0
Winter,9.334019935149492,42.58528796757439,103.90456265880663,14.044461226850693,24.072119858437503,35.49065657315091,1024.5258719559286,330.04741944679495,1.0
Rainy,29.308946222713594,73.71258596363077,102.83215163976284,9.118585149448588,21.68770274480875,57.599597165015304,1012.6241757013909,642.4383162423676,1.0
Summer,21.087293568367777,80.42774673912562,29.73803866083973,4.788814081422643,8.999728875152762,33.23307150994467,1019.189268973839,1375.6084070898762,0.0
Rainy,25.558718520380186,113.90938603624423,131.50003289617587,16.998695728808876,26.42892148745871,53.637081181803275,1008.2437868618731,508.58734204593355,1.0
Summer,43.382186561376415,85.46060580603356,81.14883988416247,5.008938707442974,26.431910684977666,52.1416894113175,1018.2820328274498,985.504456081193,1.0
Summer,39.58930973527388,88.79152401748884,75.54209960888872,12.11944741221993,13.570001467417532,43.81824957899831,1018.157093031362,856.4721724778918,1.0
Summer,22.619004198005065,91.72989702844953,66.80084956849674,6.628645702815554,8.983770964685768,21.388857196434028,1014.3286716328029,762.1832585309701,0.0
Rainy,10.287446642254457,54.84426342895776,40.24573633384288,3.421575442162444,12.720547210635072,30.70790821356744,1015.6428709866908,624.8084660431426,0.0
Summer,31.478281547286205,83.8347556005134,83.81238357834492,9.872529357074002,28.639819176908826,54.891783506377934,1017.6060789559436,1149.9876785889678,1.0
Rainy,29.57028376751008,83.30817269813548,78.15637037477353,0.05462510909135965,20.964772345137018,49.543675704672374,1008.2784914410524,354.4209947478541,1.0
Rainy,22.395695256946663,45.17799175128485,51.8529279662828,4.054367705457716,4.005050576022849,40.99001674096866,1011.9262895718146,361.63346845190927,0.0
Winter,8.088613327666794,27.282475766121724,51.224655669800285,7.841562764874635,11.016829287817831,29.200155396824393,1022.0608230560741,268.46359478004126,0.0
Winter,5.911010389463722,26.782354783375002,63.257071953394615,1.1431465204258568,6.854590031965434,31.80467015971953,1029.900012946531,290.3361750659051,0.0
Winter,2.0028934016325364,29.787168348637234,36.50860632146522,5.163808330001276,8.057721827661542,28.824833673382496,1022.4279632732428,293.8420235445296,0.0
Winter,10.275218646101251,62.37953531489055,89.42806570163246,6.366281285167107,15.838422652266301,56.82041342695995,1023.6959948517602,353.03361189805133,1.0
Rainy,12.928939783220585,69.14701337222056,45.89770731809952,5.897744679830275,11.929873699789852,24.212769510575978,1010.9664413984715,537.3961298189387,0.0
Winter,10.672185868017937,67.33974448467163,109.03010217422786,8.36274996038257,24.52977255060266,38.86519338608041,1027.5367217032067,267.54806796606107,1.0
Rainy,25.594264385638937,74.7162942703163,103.69626349082715,5.767632417640408,24.992356007193894,48.48674933097264,1016.9624937320091,534.3577684862829,1.0
Summer,30.365347642109583,69.69712477253671,146.07277504209577,1.8649753956662565,9.838231178508076,64.5482617414665,1018.4294522821896,1026.7883765904025,1.0
Summer,27.293002269388154,73.49651633713732,15.917875166440894,2.7218866677205793,7.815347425583365,36.127105307293334,1018.0226647205047,1111.3736633657973,0.0
Summer,32.22425143629904,71.0724104758319,31.12704064959611,6.008514488968303,8.509302858542204,27.074070737003577,1012.5200037233234,1173.0068961264185,0.0
Winter,-4.134900602143219,26.706775608930617,58.17232008679695,6.047804013090803,9.946363323067672,19.030392535724225,1014.4850678038106,329.0635618960042,0.0
Winter,8.387310341913963,40.3530569270962,55.20345938844063,9.326957152549534,20.332364939654195,46.39279568084741,1017.8324655550997,354.6486935671916,1.0
Winter,0.2772842633302117,18.57860995372883,40.905170979662074,3.292551912082022,9.136195131396477,34.54587778577939,1023.0928148989647,328.26456645996757,0.0
Winter,14.501373261571171,39.70055276279386,70.05473821922389,7.441780725427087,28.926299044144237,46.14743989487245,1033.7937726970538,318.3514460754092,1.0
Summer,36.087164365898616,92.58502554129221,113.60460416835258,6.366290475589904,23.01236718141182,47.48882165357559,1012.2839924981183,1144.6140648271157,1.0
Winter,12.969188682582184,48.54528400456282,96.62467830759583,28.012075121052646,24.589366515725626,44.50757746706987,1021.8793632625791,355.9476836804361,1.0
Winter,17.87623266057019,40.66424748299611,120.01096651403076,12.676051425718343,19.91386908611828,51.1157405505228,1030.3541225855797,279.7740471507066,1.0
Winter,15.665928862475036,57.12310932670471,89.4414390713415,16.158813547096074,20.67694397831463,51.3764164045636,1029.4462994572223,320.0956397886173,1.0
Rainy,20.6615451289702,81.41888612822052,67.63873326827152,1.95672475949236,16.235753133249048,45.16626861735037,1009.7937894693059,521.363591886553,1.0
Winter,0.7216796578863338,9.83296094781414,36.472925296916365,5.908663841448782,3.912486235756216,22.0453933066496,1021.4493464247133,342.8985770492437,0.0
Rainy,18.463906692630506,30.446032288959266,53.635086546333056,3.6108798062175484,12.02529803270502,30.141195925116953,1008.7934874341219,309.4147966151678,0.0
Rainy,10.9739635326486,37.20520025896038,38.21565244457149,5.8056488443738425,15.375727080632103,23.797198623980425,1015.9532277452661,622.4294066067965,0.0
Rainy,20.65503434718072,66.23774855328587,110.89321013654805,9.433177457836045,17.861902178359955,63.55052268952324,1011.3267838196091,615.7190384756318,1.0
Summer,17.078362110758015,86.60048428906408,60.768970787339974,3.4356265119958023,12.791532296608304,30.002858328228886,1010.7276674686649,851.4024194655823,0.0
Summer,26.412248820278002,80.6486413215596,51.631773587911944,3.4794752005930416,11.3512358797884,32.851263617718125,1012.1091818846907,1159.9037698147195,0.0
Summer,31.03563583868828,102.84604287898024,82.29502627751555,4.459437708705654,23.436192251976443,52.252566819836,1011.0338940139649,1096.3935654105785,1.0
Summer,32.03803037880566,91.80152476745155,80.6390848297951,7.581914302222817,17.581706812812158,44.54038072885072,1018.8886752362392,984.8202429840678,1.0
Rainy,16.820145875470843,63.51968878303226,30.583097999004455,4.27427228567103,10.472959045433191,30.78335158268643,1010.7425884081866,733.2032499092106,0.0
Summer,32.20539076364206,94.57176618688425,98.16587951709748,1.2381145242950158,15.767510985655463,41.64129744381694,1023.4615650955244,678.6794529283989,1.0
Winter,8.842919154669062,31.317461686544966,113.1214993097099,8.253419681577645,9.586774434764449,42.54523157700972,1028.5551327329101,90.88752996309753,1.0
Summer,17.47464062873098,73.38572101967183,46.93539187099751,4.562883323323167,14.624405187334617,34.87736477835568,1010.721605167371,1060.2373916155534,0.0
Rainy,22.709682299895547,84.17226960891973,112.64635927849062,14.24854053023234,27.558049845485755,51.91148071654572,1012.7292996924535,509.42681375279716,1.0
Rainy,15.910328806954512,86.20386171083362,44.93280497814411,9.473668086618755,9.599592455840424,30.25672310751573,1003.3456504017738,393.3897283524398,0.0
Winter,7.174795930870496,37.67442782356005,49.351452266932924,5.754141125714836,11.0666910675203,32.89214444668874,1020.1600501909408,160.96095921619386,0.0
Summer,20.42673132337135,77.93747351673998,46.749274829203586,7.322444546308327,5.479595065494127,30.78847109981405,1015.7628462437046,1506.9065137212274,0.0
Rainy,17.441636788083123,70.12737756212324,98.35772437800536,3.385917985284709,17.43623211017708,56.773244628556,1011.8061085671198,275.1606663720854,1.0
Winter,16.69423548220805,40.773421919984486,142.38033456284623,16.534302579897666,18.40830405469444,57.01305286206799,1031.8962471308118,350.336567055156,1.0
Winter,10.110180278281241,41.42776425133344,68.69160366253813,6.208276214988348,6.141617981141943,33.08185451864688,1029.173394722876,338.3914015656866,0.0
Summer,39.79635413042603,77.30924095110882,106.15225336378393,4.3720644298401545,15.338143784090065,56.38186998848573,1023.8241294189587,857.3378199439577,1.0
Summer,45.94901466608836,86.775800676178,71.28180952262944,22.859976587474844,22.30398621807984,64.14840662825554,1015.7170298053566,1065.382172847835,1.0
Summer,35.48497982496359,102.25095786847997,108.8954761566319,9.03147310097519,13.72919506502198,39.11306589523658,1021.1135589641597,495.308527497506,1.0
Rainy,28.352004816796285,75.44507282104826,39.00925759364937,4.82482143779859,-0.19498559292611972,32.826483054847294,1004.071265418204,353.1884472413062,0.0
Winter,20.104529417624434,59.4469887183947,93.05871893626114,1.0177736004519282,10.356017236616692,35.61751487463191,1025.7565246870677,361.68729245847,1.0
Rainy,19.190611767877026,96.92673849587872,72.93436314004744,10.550774531519501,23.17406480629089,65.76683594573066,1018.891580475027,492.7305850831509,1.0
Summer,20.044028911877227,75.19258967351125,44.21100310226654,5.087280264931476,6.597416730654192,27.21860467564795,1013.1806460076834,913.3355561286733,0.0
Summer,22.89507065993412,71.85039587545255,40.18331399673039,3.565472188311306,11.559648795303843,34.591214107175006,1018.888973758607,795.4064230263865,0.0
